"baseMean"	"log2FoldChange"	"stat"	"pvalue"	"padj"
"ENSG00000187634"	10.0038210657635	-0.445662073951171	2.81233462028433	0.00491833080232084	0.0184054946865928
"ENSG00000188976"	3652.09114860724	0.90447511613347	11.8324728181905	2.65211708545601e-32	7.37900576776492e-30
"ENSG00000187608"	2328.17261044288	-1.66853690786783	6.02273810366384	1.71490816048527e-09	3.07832397839961e-08
"ENSG00000188157"	1316.49093543871	-0.517907651848118	3.0105231166335	0.00260798095261575	0.010713307331756
"ENSG00000186891"	247.459803341278	0.966200577675554	2.41698242272314	0.0156497728274256	0.0479603713762326
"ENSG00000078808"	4644.55647419707	-0.283413214097885	-2.34371579555314	0.0190927137844188	0.0562353363267543
"ENSG00000160087"	2852.09534457108	0.259239522180862	6.01578798943054	1.79013737727916e-09	3.20540935327659e-08
"ENSG00000162572"	119.806373487382	-0.765202238545138	3.2117601112053	0.00131924483959898	0.00591473019501643
"ENSG00000131584"	1218.24964181113	-0.406549081081633	-2.71440300053235	0.00663953411731816	0.0236428204797832
"ENSG00000127054"	2074.14994046547	0.652674974198988	3.51224217086311	0.000444342908632841	0.00231111056221274
"ENSG00000169962"	67.2540696728199	-2.40721807577983	5.75105839108	8.86864754091709e-09	1.38865359980507e-07
"ENSG00000162576"	200.127695196685	-0.492999890386158	3.61165458710346	0.000304249634803447	0.00165983548881458
"ENSG00000175756"	4358.29303857834	0.582623311152603	5.32970521536402	9.83723075021476e-08	1.23348080455144e-06
"ENSG00000242485"	2102.69151699633	0.837560813911992	3.40297990676466	0.000666551822853963	0.00327125908176769
"ENSG00000160072"	1140.26560146119	1.32463814048608	4.27935236453365	1.87437919729663e-05	0.000142354426385762
"ENSG00000197785"	1796.61626774167	0.952173072101115	2.28084513561662	0.022557612452839	0.0644859784563672
"ENSG00000189339"	1506.52815131922	-1.38841805796726	-4.0851678775045	4.40449600278164e-05	0.000302153855705286
"ENSG00000078369"	11794.9064144766	0.234655359888701	-4.28080609529009	1.8621756128244e-05	0.000141501873772812
"ENSG00000178821"	136.541258022663	0.916060817344733	2.51554996913428	0.0118846828696477	0.0383127432616006
"ENSG00000067606"	407.815004079007	-0.232118391219709	-2.8664978079267	0.00415041033637918	0.0159111512206699
"ENSG00000162585"	1009.46221395519	-0.236955490114707	2.80774678367642	0.00498894379690232	0.0186126969710116
"ENSG00000116151"	282.673827936029	-0.792801486351463	6.17101619387446	6.78524715170754e-10	1.28157905732252e-08
"ENSG00000157916"	7321.83250835861	0.118267943940512	6.67798823984036	2.42244472360447e-11	5.68959906836193e-10
"ENSG00000157881"	1229.89085751607	-0.254670796008089	-4.79982324256426	1.58805727631636e-06	1.54616505206899e-05
"ENSG00000162591"	408.627533977206	-2.69434698093453	-3.24152868390072	0.00118890468870844	0.00539874028911384
"ENSG00000116213"	1898.03645875745	0.130769483914763	9.52350517285898	1.67434175406508e-21	1.54295391705819e-19
"ENSG00000130764"	1929.32305071192	0.132191209470557	4.25361711613626	2.10344844437029e-05	0.000156869546871904
"ENSG00000158286"	546.815675688274	-0.368507876409599	2.38436441103992	0.0171086513381576	0.0515898223344028
"ENSG00000158292"	5613.17238714185	-3.5101920586986	-3.79273131161509	0.000148999349319807	0.000879886769779171
"ENSG00000097021"	2994.70132036851	0.30708854747441	4.61422179785566	3.9457089284187e-06	3.50009299671133e-05
"ENSG00000007923"	1866.46855917503	0.589461452265858	2.07631964392393	0.0378643976617689	0.0985114377576825
"ENSG00000171735"	803.579406857764	0.432074579021321	-2.47315364774471	0.0133926549936667	0.042196196090673
"ENSG00000049245"	1966.28239103387	-0.239186264688252	-2.23498962539963	0.0254180298545194	0.0712551939421018
"ENSG00000049246"	221.717209511012	-0.338917018351358	-5.29769157874817	1.17275834854185e-07	1.44281188662445e-06
"ENSG00000116285"	25249.1699923666	0.0640331176695761	-2.30428601905401	0.0212065932542311	0.0612286951111985
"ENSG00000142599"	516.527449672414	-0.115984404072085	-4.0342101518919	5.47862700103465e-05	0.000366337180627831
"ENSG00000074800"	49979.127616841	0.666227938648517	-3.60547767642272	0.000311579275752184	0.0016931033321185
"ENSG00000180758"	255.80437812078	0.42143938125879	4.84590678175966	1.2603468736371e-06	1.25410581621607e-05
"ENSG00000049239"	423.446863446142	-1.50426522268084	3.208514468671	0.00133422595805271	0.00597634091675128
"ENSG00000171608"	341.743301381815	0.62489417500742	-2.96820147726178	0.00299547912735021	0.0121057519593583
"ENSG00000171603"	3169.88803944976	-0.534728843145037	-3.42031934322477	0.000625476640930052	0.00310143163017538
"ENSG00000162444"	42.5470582355068	1.24740386645558	2.45765802948744	0.0139846268228487	0.0437942815742371
"ENSG00000130939"	1079.63648241959	0.564892727957574	-2.69755815596633	0.00698500828646426	0.0246786568714444
"ENSG00000160049"	1390.76043299971	0.220333863377495	2.31997263367815	0.020342357798431	0.0592537210846989
"ENSG00000171824"	2401.39924203935	0.347042357897233	-2.78476611788915	0.00535663451447389	0.019780446185658
"ENSG00000198793"	1583.58936907715	-0.224785363152764	-2.21096342859548	0.0270383696813078	0.0749695539572942
"ENSG00000120942"	1016.39476649825	0.422232186838583	3.29692253824082	0.000977504567074227	0.00457066908245495
"ENSG00000204624"	32.4938608309172	-0.683598119877667	-2.69868111398298	0.00696148464902643	0.0246195942073123
"ENSG00000116663"	337.395185166943	-0.389827708586786	4.62332290125414	3.77641168126836e-06	3.37891924580028e-05
"ENSG00000177674"	1030.84208040235	-0.153689850496793	2.46887560657539	0.0135538325207546	0.0426060438449642
