"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000187634"	10.0038210657635	2.68023789999499	1.05327883898553	2.54466130030341	0.0109383779278124	0.0353738605147523
"ENSG00000188976"	3652.09114860724	0.975566878768597	0.0860083659556215	11.3426975147042	8.06204109342051e-30	1.68439883915211e-27
"ENSG00000187961"	352.305055413382	0.557168703456109	0.167388076906129	3.32860448458685	0.000872822587537906	0.00410118792003082
"ENSG00000187608"	2328.17261044288	2.34251597773576	0.252151187104187	9.29012472492487	1.54107632104771e-20	1.08342777945127e-18
"ENSG00000188157"	1316.49093543871	0.439122294290909	0.111072245888982	3.95348352575691	7.70215692725633e-05	0.000490991817184875
"ENSG00000131591"	944.078271388736	0.394076563168911	0.135862959684079	2.90054451989897	0.00372514917200943	0.0142419749529866
"ENSG00000186891"	247.459803341278	0.66364186485665	0.230785093884973	2.87558374626838	0.00403281148723567	0.0152684554302123
"ENSG00000176022"	1717.25697713399	0.274469910169612	0.100295720645608	2.7366063916071	0.00620765182892168	0.0220139390940053
"ENSG00000160087"	2852.09534457108	0.686048349887037	0.0893544444536439	7.67783129403207	1.61804382783636e-14	5.94110449062488e-13
"ENSG00000162572"	119.806373487382	0.690286318434554	0.295388636707637	2.33687499332539	0.0194456849602307	0.0572108866918013
"ENSG00000127054"	2074.14994046547	0.334740544380899	0.0915381190151792	3.65684315979216	0.000255340505007551	0.00140442011541787
"ENSG00000224051"	2204.71037490441	0.258051094844786	0.107677522965545	2.3965177479738	0.0165516918872382	0.0501793986215596
"ENSG00000169962"	67.2540696728199	2.49764276378011	0.399024900860992	6.25936566462606	3.86546542371244e-10	7.27668960600893e-09
"ENSG00000162576"	200.127695196685	0.599546119975287	0.196614997891508	3.04934072377387	0.00229344208670347	0.00942146771369682
"ENSG00000175756"	4358.29303857834	0.649322320245578	0.0970642134231436	6.68961605257037	2.23756878353773e-11	5.17817399921976e-10
"ENSG00000242485"	2102.69151699633	0.49734178475086	0.112072315228256	4.43768636114934	9.09309845219525e-06	7.31888347476203e-05
"ENSG00000160072"	1140.26560146119	0.798713724873161	0.12118710051735	6.5907486973732	4.37614076039051e-11	9.61713659846413e-10
"ENSG00000197785"	1796.61626774167	0.323821589330558	0.0975172766562473	3.32065866104981	0.000898052978907181	0.00419978495873554
"ENSG00000189409"	11.7857152327027	2.15493336204504	0.895470064141614	2.40648286116715	0.0161069597743375	0.049122253555206
"ENSG00000189339"	1506.52815131922	-0.385608811479967	0.0994717906840233	-3.87656448957345	0.000105941739531048	0.000649933732094111
"ENSG00000008130"	1581.7488640182	0.397812560893467	0.110374587150441	3.60420429343256	0.000313110706770137	0.00167496726441695
"ENSG00000078369"	11794.9064144766	-0.321050680447296	0.0738275305046886	-4.34865799048915	1.36973125623006e-05	0.000105991619483133
"ENSG00000067606"	407.815004079007	-0.526900584453639	0.173339422607268	-3.03970427804775	0.00236810545829122	0.00967726621716033
"ENSG00000162585"	1009.46221395519	0.36016564985667	0.12670581208895	2.8425345603233	0.0044756378347932	0.016685501794753
"ENSG00000116151"	282.673827936029	1.08847352720295	0.189020732879348	5.75848749828795	8.48709513456549e-09	1.27426689500146e-07
"ENSG00000157916"	7321.83250835861	0.418124427878019	0.070345887441173	5.94383613722518	2.78427937951522e-09	4.60445934400544e-08
"ENSG00000157881"	1229.89085751607	-0.369468707433812	0.111374976241385	-3.3173403928101	0.000908788227881779	0.00424330014869321
"ENSG00000162591"	408.627533977206	-0.74966781802593	0.172670821526289	-4.34160103831898	1.41448205166183e-05	0.000109056272112014
"ENSG00000158109"	2132.08954564864	0.184752933033045	0.089244385284651	2.07019110999267	0.0384344514476237	0.098384236889396
"ENSG00000116213"	1898.03645875745	1.02190060781382	0.0973346477464307	10.4988370685432	8.7450819451208e-26	1.10875679977711e-23
"ENSG00000130764"	1929.32305071192	0.444079632960248	0.0955830121709089	4.64601002703496	3.38416561066452e-06	3.0168697517186e-05
"ENSG00000158286"	546.815675688274	0.5727276306953	0.167245277499957	3.42447714671913	0.000615983650299786	0.00301766891299439
"ENSG00000097021"	2994.70132036851	0.49116974212664	0.0831051149609716	5.91022276254965	3.41645397102907e-09	5.55089575095786e-08
"ENSG00000049245"	1966.28239103387	-0.407387032930354	0.102781008531361	-3.96364113128984	7.38151915099761e-05	0.000472582887725069
"ENSG00000049246"	221.717209511012	-0.853656125209353	0.203747001596686	-4.18978497116318	2.79218922911519e-05	0.000202045536705828
"ENSG00000116288"	5675.29364459751	0.155748664465027	0.0733740142828888	2.12266789526531	0.0337816911123019	0.0890717394169723
"ENSG00000074800"	49979.127616841	-0.310460574507117	0.0932410467695634	-3.32965561052088	0.000869534609290152	0.00408703307801334
"ENSG00000180758"	255.80437812078	0.759369253514105	0.219142699530014	3.46518161518815	0.000529873517330296	0.00264562226727621
"ENSG00000171608"	341.743301381815	-0.382806248717448	0.183354848215801	-2.08778907371405	0.0368168656141242	0.09524131412182
"ENSG00000171603"	3169.88803944976	-0.435006170594867	0.104487076651151	-4.16325333751287	3.13744929814404e-05	0.000224077625848188
"ENSG00000178585"	430.769621482574	-0.475997906218993	0.162133602112266	-2.93583748228451	0.00332648549020788	0.0129412760980183
"ENSG00000162444"	42.5470582355068	1.20128964314388	0.56029573164202	2.14402783262929	0.0320306567440477	0.0854419640606371
"ENSG00000130939"	1079.63648241959	-0.294470721131436	0.126675909500001	-2.32459922564387	0.0200934002495764	0.0586743108862629
